shadow_rank,consolidated_decision,decision_reasons,evidence_tier,source_count,source_ids,source_kinds,source_lag_status,source_lag_required,canonical_key,canonical_expression,canonical_skeleton,blueprint_id,semantic_pair,motif,horizon_h,expression,skeleton_key,train_sortino,validation_sortino,test_sortino,recent_sortino,min_oos_sortino,min_oos_floor_sortino,stress_floor_sortino,recent_sharpe,recent_rankic,recent_avg_turnover,recent_control_ratio,recent_shuffle_control_ratio,oos_control_dominated_count,oos_lag_stale_dominated_count,hard_reject,hard_reject_reasons,gate_pass,pareto_rank,source_file
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"neg(sub(csrank(delta(mark_index_basis_bps,168)),csrank(mean(global_long_short_account_ratio_mean,2))))|h=1","neg(sub(csrank(delta(mark_index_basis_bps,168)),csrank(mean(global_long_short_account_ratio_mean,2))))",basis_premium_like|positioning_like|spread_rank|85b385f48d6a,a7ls30_49a74710515a0dfa,basis_premium_like|positioning_like,spread_rank,1,"Neg(Sub(CSRank(Delta(mark_index_basis_bps,168)),CSRank(Mean(global_long_short_account_ratio_mean,2))))",basis_premium_like|positioning_like|spread_rank|85b385f48d6a,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"sub(mul(abs(zscore(mean(basis_abs_168h,12))),sign(zscore(mean(age_x_volatility,12)))),decay(top_global_account_divergence,96))|h=24","sub(mul(abs(zscore(mean(basis_abs_168h,12))),sign(zscore(mean(age_x_volatility,12)))),decay(top_global_account_divergence,96))",basis_premium_like|age_x_volatility|positioning_like|seed_sub|f9f37c62b5b3,a7ls30_ebeebc17471650f5,basis_premium_like|age_x_volatility|positioning_like,seed_sub,24,"Sub(Mul(Abs(ZScore(Mean(basis_abs_168h,12))),Sign(ZScore(Mean(age_x_volatility,12)))),Decay(top_global_account_divergence,96))",basis_premium_like|age_x_volatility|positioning_like|seed_sub|f9f37c62b5b3,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"csrank(sub(csrank(delta(mark_index_basis_bps,168)),csrank(decay(global_long_short_account_ratio_last,6))))|h=1","csrank(sub(csrank(delta(mark_index_basis_bps,168)),csrank(decay(global_long_short_account_ratio_last,6))))",basis_premium_like|positioning_like|spread_rank|6f5d8679b602,a7ls30_b255a88752903afa,basis_premium_like|positioning_like,spread_rank,1,"CSRank(Sub(CSRank(Delta(mark_index_basis_bps,168)),CSRank(Decay(global_long_short_account_ratio_last,6))))",basis_premium_like|positioning_like|spread_rank|6f5d8679b602,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"clip(sub(csrank(delta(mark_index_basis_bps,168)),csrank(decay(global_long_short_account_ratio_last,6))),-3,3)|h=1","clip(sub(csrank(delta(mark_index_basis_bps,168)),csrank(decay(global_long_short_account_ratio_last,6))),-3,3)",basis_premium_like|positioning_like|spread_rank|81332a577e66,a7ls30_70a4ad7a0d56d123,basis_premium_like|positioning_like,spread_rank,1,"Clip(Sub(CSRank(Delta(mark_index_basis_bps,168)),CSRank(Decay(global_long_short_account_ratio_last,6))),-3,3)",basis_premium_like|positioning_like|spread_rank|81332a577e66,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"safediv(csrank(zscore(mean(mul(mean(open_interest_mean,2),delta(top_long_short_position_ratio_last,4)),4))),abs(zscore(mean(open_interest_last,168))))|h=8","safediv(csrank(zscore(mean(mul(mean(open_interest_mean,2),delta(top_long_short_position_ratio_last,4)),4))),abs(zscore(mean(open_interest_last,168))))",open_interest_like|positioning_like|smooth_mul|03a4bdc0d7fb,a7ls30_1ef40c489393f52f,open_interest_like|positioning_like,smooth_mul,8,"SafeDiv(CSRank(ZScore(Mean(Mul(Mean(open_interest_mean,2),Delta(top_long_short_position_ratio_last,4)),4))),Abs(ZScore(Mean(open_interest_last,168))))",open_interest_like|positioning_like|smooth_mul|03a4bdc0d7fb,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"safediv(csrank(mean(mul(mean(open_interest_last,3),delta(top_long_short_position_ratio_last,4)),4)),abs(zscore(mean(open_interest_last,168))))|h=8","safediv(csrank(mean(mul(mean(open_interest_last,3),delta(top_long_short_position_ratio_last,4)),4)),abs(zscore(mean(open_interest_last,168))))",open_interest_like|positioning_like|smooth_mul|d0ba8ec5f1ac,a7ls30_cfdb9cbfeba34e8a,open_interest_like|positioning_like,smooth_mul,8,"SafeDiv(CSRank(Mean(Mul(Mean(open_interest_last,3),Delta(top_long_short_position_ratio_last,4)),4)),Abs(ZScore(Mean(open_interest_last,168))))",open_interest_like|positioning_like|smooth_mul|d0ba8ec5f1ac,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"neg(mean(mul(mean(open_interest_mean,12),delta(top_long_short_position_ratio_last,3)),4))|h=8","neg(mean(mul(mean(open_interest_mean,12),delta(top_long_short_position_ratio_last,3)),4))",open_interest_like|positioning_like|smooth_mul|b77a0097f99b,a7ls30_2d75612776cd061d,open_interest_like|positioning_like,smooth_mul,8,"Neg(Mean(Mul(Mean(open_interest_mean,12),Delta(top_long_short_position_ratio_last,3)),4))",open_interest_like|positioning_like|smooth_mul|b77a0097f99b,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"neg(csrank(mul(sub(csrank(delta(mark_index_basis_bps,168)),csrank(decay(global_long_short_account_ratio_mean,6))),sign(decay(global_long_short_account_ratio_mean,6)))))|h=1","neg(csrank(mul(sub(csrank(delta(mark_index_basis_bps,168)),csrank(decay(global_long_short_account_ratio_mean,6))),sign(decay(global_long_short_account_ratio_mean,6)))))",basis_premium_like|positioning_like|signed_spread|44a1b9b2694f,a7ls30_c650d6b9ae286332,basis_premium_like|positioning_like,signed_spread,1,"Neg(CSRank(Mul(Sub(CSRank(Delta(mark_index_basis_bps,168)),CSRank(Decay(global_long_short_account_ratio_mean,6))),Sign(Decay(global_long_short_account_ratio_mean,6)))))",basis_premium_like|positioning_like|signed_spread|44a1b9b2694f,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"mul(csrank(mul(sub(csrank(delta(mark_index_basis_bps,168)),csrank(decay(global_long_short_account_ratio_mean,6))),sign(decay(global_long_short_account_ratio_mean,6)))),sign(decay(liquidity_cycle_state,24)))|h=1","mul(csrank(mul(sub(csrank(delta(mark_index_basis_bps,168)),csrank(decay(global_long_short_account_ratio_mean,6))),sign(decay(global_long_short_account_ratio_mean,6)))),sign(decay(liquidity_cycle_state,24)))",basis_premium_like|positioning_like|signed_spread|9d02049b3d6d,a7ls30_3316b759e244b66a,basis_premium_like|positioning_like,signed_spread,1,"Mul(CSRank(Mul(Sub(CSRank(Delta(mark_index_basis_bps,168)),CSRank(Decay(global_long_short_account_ratio_mean,6))),Sign(Decay(global_long_short_account_ratio_mean,6)))),Sign(Decay(liquidity_cycle_state,24)))",basis_premium_like|positioning_like|signed_spread|9d02049b3d6d,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"neg(mul(sub(csrank(delta(mark_index_basis_bps,168)),csrank(decay(global_long_short_account_ratio_mean,6))),sign(decay(global_long_short_account_ratio_mean,6))))|h=1","neg(mul(sub(csrank(delta(mark_index_basis_bps,168)),csrank(decay(global_long_short_account_ratio_mean,6))),sign(decay(global_long_short_account_ratio_mean,6))))",basis_premium_like|positioning_like|signed_spread|99b9175eaaf2,a7ls30_314a139de191483e,basis_premium_like|positioning_like,signed_spread,1,"Neg(Mul(Sub(CSRank(Delta(mark_index_basis_bps,168)),CSRank(Decay(global_long_short_account_ratio_mean,6))),Sign(Decay(global_long_short_account_ratio_mean,6))))",basis_premium_like|positioning_like|signed_spread|99b9175eaaf2,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"neg(clip(mul(sub(csrank(delta(mark_index_basis_bps,168)),csrank(decay(global_long_short_account_ratio_mean,6))),sign(decay(global_long_short_account_ratio_mean,6))),-3,3))|h=1","neg(clip(mul(sub(csrank(delta(mark_index_basis_bps,168)),csrank(decay(global_long_short_account_ratio_mean,6))),sign(decay(global_long_short_account_ratio_mean,6))),-3,3))",basis_premium_like|positioning_like|signed_spread|8026fbfb9a34,a7ls30_06bdc35295f6adc5,basis_premium_like|positioning_like,signed_spread,1,"Neg(Clip(Mul(Sub(CSRank(Delta(mark_index_basis_bps,168)),CSRank(Decay(global_long_short_account_ratio_mean,6))),Sign(Decay(global_long_short_account_ratio_mean,6))),-3,3))",basis_premium_like|positioning_like|signed_spread|8026fbfb9a34,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"mul(mul(abs(zscore(mean(basis_abs_168h,24))),sign(zscore(mean(age_x_volatility,24)))),abs(zscore(mean(top_global_account_divergence,3))))|h=24","mul(mul(abs(zscore(mean(basis_abs_168h,24))),sign(zscore(mean(age_x_volatility,24)))),abs(zscore(mean(top_global_account_divergence,3))))",basis_premium_like|age_x_volatility|positioning_like|seed_mul|7469aecb74db,a7ls30_8af6667035ddc4dd,basis_premium_like|age_x_volatility|positioning_like,seed_mul,24,"Mul(Mul(Abs(ZScore(Mean(basis_abs_168h,24))),Sign(ZScore(Mean(age_x_volatility,24)))),Abs(ZScore(Mean(top_global_account_divergence,3))))",basis_premium_like|age_x_volatility|positioning_like|seed_mul|7469aecb74db,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"mul(mul(abs(zscore(mean(basis_abs_168h,36))),sign(zscore(mean(age_x_volatility,24)))),abs(zscore(mean(top_global_account_divergence,4))))|h=24","mul(mul(abs(zscore(mean(basis_abs_168h,36))),sign(zscore(mean(age_x_volatility,24)))),abs(zscore(mean(top_global_account_divergence,4))))",basis_premium_like|age_x_volatility|positioning_like|seed_mul|7469aecb74db,a7ls30_ef7026b5de1502fd,basis_premium_like|age_x_volatility|positioning_like,seed_mul,24,"Mul(Mul(Abs(ZScore(Mean(basis_abs_168h,36))),Sign(ZScore(Mean(age_x_volatility,24)))),Abs(ZScore(Mean(top_global_account_divergence,4))))",basis_premium_like|age_x_volatility|positioning_like|seed_mul|7469aecb74db,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"zscore(mean(mul(mean(open_interest_mean,3),delta(top_long_short_position_ratio_last,3)),3))|h=8","zscore(mean(mul(mean(open_interest_mean,3),delta(top_long_short_position_ratio_last,3)),3))",open_interest_like|positioning_like|smooth_mul|94f2d5b6eddd,a7ls30_2d5158fbaf1518b5,open_interest_like|positioning_like,smooth_mul,8,"ZScore(Mean(Mul(Mean(open_interest_mean,3),Delta(top_long_short_position_ratio_last,3)),3))",open_interest_like|positioning_like|smooth_mul|94f2d5b6eddd,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"safediv(tsrank(mark_index_basis_bps,8),abs(zscore(mean(top_global_account_divergence,168))))|h=4","safediv(tsrank(mark_index_basis_bps,8),abs(zscore(mean(top_global_account_divergence,168))))",basis_premium_like|positioning_like|safe_div_abs|66babe34f110,a7ls30_13fb3fa758c55b8a,basis_premium_like|positioning_like,safe_div_abs,4,"SafeDiv(TSRank(mark_index_basis_bps,8),Abs(ZScore(Mean(top_global_account_divergence,168))))",basis_premium_like|positioning_like|safe_div_abs|66babe34f110,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"mean(mul(mean(open_interest_mean,96),delta(top_long_short_position_ratio_last,3)),4)|h=8","mean(mul(mean(open_interest_mean,96),delta(top_long_short_position_ratio_last,3)),4)",open_interest_like|positioning_like|smooth_mul|13f78e123c67,a7ls30_5aa25c0edd0b1705,open_interest_like|positioning_like,smooth_mul,8,"Mean(Mul(Mean(open_interest_mean,96),Delta(top_long_short_position_ratio_last,3)),4)",open_interest_like|positioning_like|smooth_mul|13f78e123c67,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"csrank(zscore(mean(mul(mean(open_interest_mean,2),delta(top_long_short_position_ratio_last,3)),4)))|h=8","csrank(zscore(mean(mul(mean(open_interest_mean,2),delta(top_long_short_position_ratio_last,3)),4)))",open_interest_like|positioning_like|smooth_mul|2ce0f2277d7f,a7ls30_96e1c0ca75450e67,open_interest_like|positioning_like,smooth_mul,8,"CSRank(ZScore(Mean(Mul(Mean(open_interest_mean,2),Delta(top_long_short_position_ratio_last,3)),4)))",open_interest_like|positioning_like|smooth_mul|2ce0f2277d7f,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"neg(mul(mul(abs(zscore(mean(basis_abs_168h,24))),sign(zscore(mean(age_x_volatility,24)))),abs(zscore(mean(top_global_account_divergence,3)))))|h=24","neg(mul(mul(abs(zscore(mean(basis_abs_168h,24))),sign(zscore(mean(age_x_volatility,24)))),abs(zscore(mean(top_global_account_divergence,3)))))",basis_premium_like|age_x_volatility|positioning_like|seed_mul|c504841feb68,a7ls30_e26694aefef5ffe7,basis_premium_like|age_x_volatility|positioning_like,seed_mul,24,"Neg(Mul(Mul(Abs(ZScore(Mean(basis_abs_168h,24))),Sign(ZScore(Mean(age_x_volatility,24)))),Abs(ZScore(Mean(top_global_account_divergence,3)))))",basis_premium_like|age_x_volatility|positioning_like|seed_mul|c504841feb68,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"zscore(zscore(mean(mul(mean(open_interest_mean,2),delta(top_long_short_position_ratio_last,3)),4)))|h=8","zscore(zscore(mean(mul(mean(open_interest_mean,2),delta(top_long_short_position_ratio_last,3)),4)))",open_interest_like|positioning_like|smooth_mul|9b9798e65481,a7ls30_dd7a6d5ac8d82613,open_interest_like|positioning_like,smooth_mul,8,"ZScore(ZScore(Mean(Mul(Mean(open_interest_mean,2),Delta(top_long_short_position_ratio_last,3)),4)))",open_interest_like|positioning_like|smooth_mul|9b9798e65481,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"zscore(zscore(mean(mul(mean(open_interest_mean,3),delta(top_long_short_position_ratio_last,3)),4)))|h=8","zscore(zscore(mean(mul(mean(open_interest_mean,3),delta(top_long_short_position_ratio_last,3)),4)))",open_interest_like|positioning_like|smooth_mul|9b9798e65481,a7ls30_66491e55ba2ce7d5,open_interest_like|positioning_like,smooth_mul,8,"ZScore(ZScore(Mean(Mul(Mean(open_interest_mean,3),Delta(top_long_short_position_ratio_last,3)),4)))",open_interest_like|positioning_like|smooth_mul|9b9798e65481,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"clip(zscore(mean(mul(mean(open_interest_mean,3),delta(top_long_short_position_ratio_last,3)),4)),-3,3)|h=8","clip(zscore(mean(mul(mean(open_interest_mean,3),delta(top_long_short_position_ratio_last,3)),4)),-3,3)",open_interest_like|positioning_like|smooth_mul|c93c5cfd67b2,a7ls30_d335a28affd9abb4,open_interest_like|positioning_like,smooth_mul,8,"Clip(ZScore(Mean(Mul(Mean(open_interest_mean,3),Delta(top_long_short_position_ratio_last,3)),4)),-3,3)",open_interest_like|positioning_like|smooth_mul|c93c5cfd67b2,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"csrank(mean(mul(mean(open_interest_last,3),delta(top_long_short_position_ratio_last,3)),4))|h=8","csrank(mean(mul(mean(open_interest_last,3),delta(top_long_short_position_ratio_last,3)),4))",open_interest_like|positioning_like|smooth_mul|e9558253ebda,a7ls30_c560c83c461eac03,open_interest_like|positioning_like,smooth_mul,8,"CSRank(Mean(Mul(Mean(open_interest_last,3),Delta(top_long_short_position_ratio_last,3)),4))",open_interest_like|positioning_like|smooth_mul|e9558253ebda,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"neg(zscore(mean(mul(mean(open_interest_mean,2),delta(top_long_short_position_ratio_last,3)),4)))|h=8","neg(zscore(mean(mul(mean(open_interest_mean,2),delta(top_long_short_position_ratio_last,3)),4)))",open_interest_like|positioning_like|smooth_mul|f494e8463f61,a7ls30_bb47480dabefb512,open_interest_like|positioning_like,smooth_mul,8,"Neg(ZScore(Mean(Mul(Mean(open_interest_mean,2),Delta(top_long_short_position_ratio_last,3)),4)))",open_interest_like|positioning_like|smooth_mul|f494e8463f61,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"neg(csrank(mean(mul(mean(open_interest_mean,3),delta(top_long_short_position_ratio_last,3)),4)))|h=8","neg(csrank(mean(mul(mean(open_interest_mean,3),delta(top_long_short_position_ratio_last,3)),4)))",open_interest_like|positioning_like|smooth_mul|c2f8d9d18d7f,a7ls30_249e925097a2d308,open_interest_like|positioning_like,smooth_mul,8,"Neg(CSRank(Mean(Mul(Mean(open_interest_mean,3),Delta(top_long_short_position_ratio_last,3)),4)))",open_interest_like|positioning_like|smooth_mul|c2f8d9d18d7f,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"mul(zscore(mean(mul(mean(open_interest_mean,3),delta(top_long_short_position_ratio_last,3)),4)),sign(decay(liquidity_cycle_state,24)))|h=8","mul(zscore(mean(mul(mean(open_interest_mean,3),delta(top_long_short_position_ratio_last,3)),4)),sign(decay(liquidity_cycle_state,24)))",open_interest_like|positioning_like|smooth_mul|3598a6711a56,a7ls30_ccb25f63d7e56db4,open_interest_like|positioning_like,smooth_mul,8,"Mul(ZScore(Mean(Mul(Mean(open_interest_mean,3),Delta(top_long_short_position_ratio_last,3)),4)),Sign(Decay(liquidity_cycle_state,24)))",open_interest_like|positioning_like|smooth_mul|3598a6711a56,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"zscore(mean(mul(mean(open_interest_value_last,8),delta(top_long_short_position_ratio_last,4)),4))|h=4","zscore(mean(mul(mean(open_interest_value_last,8),delta(top_long_short_position_ratio_last,4)),4))",open_interest_like|positioning_like|smooth_mul|94f2d5b6eddd,a7ls30_5685c63436ea677a,open_interest_like|positioning_like,smooth_mul,4,"ZScore(Mean(Mul(Mean(open_interest_value_last,8),Delta(top_long_short_position_ratio_last,4)),4))",open_interest_like|positioning_like|smooth_mul|94f2d5b6eddd,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"neg(safediv(tsrank(mark_index_basis_bps,8),abs(abs(zscore(mean(global_long_short_account_ratio_mean,168))))))|h=1","neg(safediv(tsrank(mark_index_basis_bps,8),abs(abs(zscore(mean(global_long_short_account_ratio_mean,168))))))",basis_premium_like|positioning_like|safe_div_abs|da7fdd464420,a7ls30_324e8cced1054eb7,basis_premium_like|positioning_like,safe_div_abs,1,"Neg(SafeDiv(TSRank(mark_index_basis_bps,8),Abs(Abs(ZScore(Mean(global_long_short_account_ratio_mean,168))))))",basis_premium_like|positioning_like|safe_div_abs|da7fdd464420,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"mul(safediv(tsrank(mark_index_basis_bps,8),abs(zscore(mean(global_long_short_account_ratio_mean,168)))),sign(decay(liquidity_cycle_state,24)))|h=1","mul(safediv(tsrank(mark_index_basis_bps,8),abs(zscore(mean(global_long_short_account_ratio_mean,168)))),sign(decay(liquidity_cycle_state,24)))",basis_premium_like|positioning_like|safe_div_abs|b5f231dc23bf,a7ls30_770174e62fb23354,basis_premium_like|positioning_like,safe_div_abs,1,"Mul(SafeDiv(TSRank(mark_index_basis_bps,8),Abs(ZScore(Mean(global_long_short_account_ratio_mean,168)))),Sign(Decay(liquidity_cycle_state,24)))",basis_premium_like|positioning_like|safe_div_abs|b5f231dc23bf,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
