cell_id,ordinal,hypothesis_family,feature_family_set,operator_motif,temporal_horizon_class,normalization_scope,residualization_target,regime_fold_target,expression,bucketed_expression,max_window,horizon_bucket
C0544,1,H08_trade_size_microstructure_lite,P4_taker_flow,MulRankZScore,mixed_12_48,cross_symbol_zscore,FundingCore,F11_cross_symbol_crowding,"SmoothInteraction(Clip(ResidualizeVsFundingCore(cross_symbol_zscore(Rank(TSMean(Mul(Rank(TSMean(taker_buy_ratio,20)),ZScore(Decay(taker_imbalance,3))),6)))),-4.0,4.0),TSMean(taker_imbalance,10))","SmoothInteraction(Clip(ResidualizeVsFundingCore(cross_symbol_zscore(Rank(TSMean(Mul(Rank(TSMean(taker_buy_ratio,H24)),ZScore(Decay(taker_imbalance,H6))),H6)))),-4.0,4.0),TSMean(taker_imbalance,H12))",20,H24
C0545,0,H11_regime_conditional_non_may,P8_regime_state,RollingMaxRank,spread_6_vs_24,same_symbol_zscore,FundingCore,F3_high_liquidity_high_vol,"RegimeMaskNonMay(F3_high_liquidity_high_vol,Clip(ResidualizeVsFundingCore(TSMean(Rank(RollingMax(realized_vol_24,3)),4)),-4.0,4.0))","RegimeMaskNonMay(F3_high_liquidity_high_vol,Clip(ResidualizeVsFundingCore(TSMean(Rank(RollingMax(realized_vol_24,H6)),H6)),-4.0,4.0))",4,H6
C0545,1,H11_regime_conditional_non_may,P8_regime_state,RollingMaxRank,spread_6_vs_24,same_symbol_zscore,FundingCore,F3_high_liquidity_high_vol,"RegimeMaskNonMay(F3_high_liquidity_high_vol,Clip(ResidualizeVsFundingCore(Rank(TSMean(Rank(RollingMax(realized_vol_24,20)),6))),-4.0,4.0))","RegimeMaskNonMay(F3_high_liquidity_high_vol,Clip(ResidualizeVsFundingCore(Rank(TSMean(Rank(RollingMax(realized_vol_24,H24)),H6))),-4.0,4.0))",20,H24
C0546,0,H11_regime_conditional_non_may,P12_liquidity_flow,Rank,mixed_12_48,same_symbol_zscore,FundingCore_and_Core4,F4_basis_dislocation,"RegimeMaskNonMay(F4_basis_dislocation,TSMean(ResidualizeVsCore4(ResidualizeVsFundingCore(TSMean(Rank(TSMean(quote_volume_mean_12,3)),4))),4))","RegimeMaskNonMay(F4_basis_dislocation,TSMean(ResidualizeVsCore4(ResidualizeVsFundingCore(TSMean(Rank(TSMean(quote_volume_mean_12,H6)),H6))),H6))",4,H6
C0546,1,H11_regime_conditional_non_may,P12_liquidity_flow,Rank,mixed_12_48,same_symbol_zscore,FundingCore_and_Core4,F4_basis_dislocation,"RegimeMaskNonMay(F4_basis_dislocation,TSMean(ResidualizeVsCore4(ResidualizeVsFundingCore(Rank(TSMean(Rank(TSMean(quote_volume_mean_12,20)),6)))),10))","RegimeMaskNonMay(F4_basis_dislocation,TSMean(ResidualizeVsCore4(ResidualizeVsFundingCore(Rank(TSMean(Rank(TSMean(quote_volume_mean_12,H24)),H6)))),H12))",20,H24
C0547,0,H13_symbol_tier_relative,P10_price_liquidity,TSStdZScore,spread_6_vs_24,cross_symbol_rank,FundingCore_and_Core4,F10_volatility_compression,"CrossSymbolZScore(Decay(ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(TSMean(ZScore(TSStd(ret_6,3)),4)))),4))","CrossSymbolZScore(Decay(ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(TSMean(ZScore(TSStd(ret_6,H6)),H6)))),H6))",4,H6
C0547,1,H13_symbol_tier_relative,P10_price_liquidity,TSStdZScore,spread_6_vs_24,cross_symbol_rank,FundingCore_and_Core4,F10_volatility_compression,"CrossSymbolZScore(Decay(ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(Rank(TSMean(ZScore(TSStd(ret_6,20)),6))))),10))","CrossSymbolZScore(Decay(ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(Rank(TSMean(ZScore(TSStd(ret_6,H24)),H6))))),H12))",20,H24
C0548,0,H00_low_turnover_robust,P5_basis_premium,MulRankRank,H48,same_symbol_zscore,Core4,F0_calendar_blocks,"TSMean(Clip(Decay(ResidualizeVsCore4(TSMean(Mul(Rank(TSMean(mark_index_ratio,12)),Rank(TSMean(mark_index_ratio,20))),4)),4),-3.0,3.0),8)","TSMean(Clip(Decay(ResidualizeVsCore4(TSMean(Mul(Rank(TSMean(mark_index_ratio,H12)),Rank(TSMean(mark_index_ratio,H24))),H6)),H6),-3.0,3.0),H12)",20,H24
C0548,1,H00_low_turnover_robust,P5_basis_premium,MulRankRank,H48,same_symbol_zscore,Core4,F0_calendar_blocks,"TSMean(Clip(Decay(ResidualizeVsCore4(Rank(TSMean(Mul(Rank(TSMean(mark_index_ratio,60)),Rank(TSMean(mark_minus_index,12))),6))),10),-3.0,3.0),12)","TSMean(Clip(Decay(ResidualizeVsCore4(Rank(TSMean(Mul(Rank(TSMean(mark_index_ratio,H72)),Rank(TSMean(mark_minus_index,H12))),H6))),H12),-3.0,3.0),H12)",60,H72
C0549,0,H07_taker_flow_lag_stable,P15_open_ast_diverse,SubRank,H6,cross_symbol_zscore,Core4,F5_funding_neutral,"Decay(Rank(Clip(ResidualizeVsCore4(cross_symbol_zscore(TSMean(Sub(Rank(TSMean(mark_index_ratio,3)),Rank(TSMean(mark_index_ratio,8))),4))),-4.0,4.0)),8)","Decay(Rank(Clip(ResidualizeVsCore4(cross_symbol_zscore(TSMean(Sub(Rank(TSMean(mark_index_ratio,H6)),Rank(TSMean(mark_index_ratio,H12))),H6))),-4.0,4.0)),H12)",8,H12
C0549,1,H07_taker_flow_lag_stable,P15_open_ast_diverse,SubRank,H6,cross_symbol_zscore,Core4,F5_funding_neutral,"Decay(Rank(Clip(ResidualizeVsCore4(cross_symbol_zscore(Rank(TSMean(Sub(Rank(TSMean(mark_index_ratio,3)),Rank(TSMean(mark_minus_index,8))),6)))),-4.0,4.0)),12)","Decay(Rank(Clip(ResidualizeVsCore4(cross_symbol_zscore(Rank(TSMean(Sub(Rank(TSMean(mark_index_ratio,H6)),Rank(TSMean(mark_minus_index,H12))),H6)))),-4.0,4.0)),H12)",12,H12
C0550,0,H02_cross_symbol_dispersion_reversal,P9_price_basis,RollingMinRank,spread_12_vs_48,same_symbol_zscore,Core4,F1_high_realized_vol,"Neg(CrossSymbolZScore(Decay(ResidualizeVsCore4(TSMean(Rank(RollingMin(ret_6,3)),4)),4)))","Neg(CrossSymbolZScore(Decay(ResidualizeVsCore4(TSMean(Rank(RollingMin(ret_6,H6)),H6)),H6)))",4,H6
C0550,1,H02_cross_symbol_dispersion_reversal,P9_price_basis,RollingMinRank,spread_12_vs_48,same_symbol_zscore,Core4,F1_high_realized_vol,"Neg(CrossSymbolZScore(Decay(ResidualizeVsCore4(Rank(TSMean(Rank(RollingMin(ret_6,20)),6))),10)))","Neg(CrossSymbolZScore(Decay(ResidualizeVsCore4(Rank(TSMean(Rank(RollingMin(ret_6,H24)),H6))),H12)))",20,H24
C0551,0,H06_liquidity_structure_ex_realized_vol_mul,P15_open_ast_diverse,DeltaRank,H6,cross_symbol_rank,FundingCore_and_Core4,F9_liquidity_shock,"Sub(Clip(ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(TSMean(Rank(Delta(mark_index_ratio,3)),4)))),-4.0,4.0),ZScore(TSStd(mark_index_ratio,4)))","Sub(Clip(ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(TSMean(Rank(Delta(mark_index_ratio,H6)),H6)))),-4.0,4.0),ZScore(TSStd(mark_index_ratio,H6)))",4,H6
C0551,1,H06_liquidity_structure_ex_realized_vol_mul,P15_open_ast_diverse,DeltaRank,H6,cross_symbol_rank,FundingCore_and_Core4,F9_liquidity_shock,"Sub(Clip(ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(Rank(TSMean(Rank(Delta(mark_index_ratio,3)),6))))),-4.0,4.0),ZScore(TSStd(mark_index_ratio,10)))","Sub(Clip(ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(Rank(TSMean(Rank(Delta(mark_index_ratio,H6)),H6))))),-4.0,4.0),ZScore(TSStd(mark_index_ratio,H12)))",10,H12
C0552,0,H09_trend_reversal_horizon_mix,P13_trade_size_volatility,TSRankMul,ensemble_6_12_24_48,same_symbol_rank,none,F5_funding_neutral,"Add(Clip(TSMean(Mul(TSRank(avg_trade_size_quote,3),ZScore(TSMean(avg_trade_size_quote,8))),4),-4.0,4.0),Neg(Rank(Delta(avg_trade_size_quote,4))))","Add(Clip(TSMean(Mul(TSRank(avg_trade_size_quote,H6),ZScore(TSMean(avg_trade_size_quote,H12))),H6),-4.0,4.0),Neg(Rank(Delta(avg_trade_size_quote,H6))))",8,H12
C0552,1,H09_trend_reversal_horizon_mix,P13_trade_size_volatility,TSRankMul,ensemble_6_12_24_48,same_symbol_rank,none,F5_funding_neutral,"Add(Clip(Rank(TSMean(Mul(TSRank(avg_trade_size_quote,20),ZScore(TSMean(number_of_trades,3))),6)),-4.0,4.0),Neg(Rank(Delta(avg_trade_size_quote,10))))","Add(Clip(Rank(TSMean(Mul(TSRank(avg_trade_size_quote,H24),ZScore(TSMean(number_of_trades,H6))),H6)),-4.0,4.0),Neg(Rank(Delta(avg_trade_size_quote,H12))))",20,H24
C0553,0,H04_basis_compression_expansion,P1_range_volatility,TSStdZScore,mixed_12_48,same_symbol_zscore,FundingCore_and_Core4,F1_high_realized_vol,"HorizonSpread(Decay(ResidualizeVsCore4(ResidualizeVsFundingCore(TSMean(ZScore(TSStd(hl_range,3)),4))),4),4,8)","HorizonSpread(Decay(ResidualizeVsCore4(ResidualizeVsFundingCore(TSMean(ZScore(TSStd(hl_range,H6)),H6))),H6),H6,H12)",8,H12
C0553,1,H04_basis_compression_expansion,P1_range_volatility,TSStdZScore,mixed_12_48,same_symbol_zscore,FundingCore_and_Core4,F1_high_realized_vol,"HorizonSpread(Decay(ResidualizeVsCore4(ResidualizeVsFundingCore(Rank(TSMean(ZScore(TSStd(hl_range,20)),6)))),10),10,12)","HorizonSpread(Decay(ResidualizeVsCore4(ResidualizeVsFundingCore(Rank(TSMean(ZScore(TSStd(hl_range,H24)),H6)))),H12),H12,H12)",20,H24
C0554,0,H06_liquidity_structure_ex_realized_vol_mul,P1_range_volatility,MulRankRank,H48,cross_symbol_rank,none,F2_low_liquidity,"Sub(TSMean(cross_symbol_rank(TSMean(Mul(Rank(TSMean(hl_range,12)),Rank(TSMean(hl_range,20))),4)),4),ZScore(TSStd(hl_range,4)))","Sub(TSMean(cross_symbol_rank(TSMean(Mul(Rank(TSMean(hl_range,H12)),Rank(TSMean(hl_range,H24))),H6)),H6),ZScore(TSStd(hl_range,H6)))",20,H24
C0554,1,H06_liquidity_structure_ex_realized_vol_mul,P1_range_volatility,MulRankRank,H48,cross_symbol_rank,none,F2_low_liquidity,"Sub(TSMean(cross_symbol_rank(Rank(TSMean(Mul(Rank(TSMean(hl_range,60)),Rank(TSMean(realized_vol_6,12))),6))),10),ZScore(TSStd(hl_range,10)))","Sub(TSMean(cross_symbol_rank(Rank(TSMean(Mul(Rank(TSMean(hl_range,H72)),Rank(TSMean(realized_vol_6,H12))),H6))),H12),ZScore(TSStd(hl_range,H12)))",60,H72
C0555,0,H06_liquidity_structure_ex_realized_vol_mul,P10_price_liquidity,NegRank,H6,cross_symbol_zscore,Core4,F5_funding_neutral,"Sub(TSMean(ResidualizeVsCore4(cross_symbol_zscore(TSMean(Neg(Rank(Decay(ret_6,3))),4))),4),ZScore(TSStd(ret_6,4)))","Sub(TSMean(ResidualizeVsCore4(cross_symbol_zscore(TSMean(Neg(Rank(Decay(ret_6,H6))),H6))),H6),ZScore(TSStd(ret_6,H6)))",4,H6
C0555,1,H06_liquidity_structure_ex_realized_vol_mul,P10_price_liquidity,NegRank,H6,cross_symbol_zscore,Core4,F5_funding_neutral,"Sub(TSMean(ResidualizeVsCore4(cross_symbol_zscore(Rank(TSMean(Neg(Rank(Decay(ret_6,3))),6)))),10),ZScore(TSStd(ret_6,10)))","Sub(TSMean(ResidualizeVsCore4(cross_symbol_zscore(Rank(TSMean(Neg(Rank(Decay(ret_6,H6))),H6)))),H12),ZScore(TSStd(ret_6,H12)))",10,H12
C0556,0,H15_placebo_null_adversarial,P9_price_basis,SmoothInteraction,mixed_6_24,cross_symbol_zscore,Core4,F7_trend_reversal,"Neg(Decay(ResidualizeVsCore4(cross_symbol_zscore(TSMean(Mul(ZScore(TSMean(ret_6,3)),Rank(TSMean(ret_6,8))),4))),4))","Neg(Decay(ResidualizeVsCore4(cross_symbol_zscore(TSMean(Mul(ZScore(TSMean(ret_6,H6)),Rank(TSMean(ret_6,H12))),H6))),H6))",8,H12
C0556,1,H15_placebo_null_adversarial,P9_price_basis,SmoothInteraction,mixed_6_24,cross_symbol_zscore,Core4,F7_trend_reversal,"Neg(Decay(ResidualizeVsCore4(cross_symbol_zscore(Rank(TSMean(Mul(ZScore(TSMean(ret_6,20)),Rank(TSMean(ret_12,3))),6)))),10))","Neg(Decay(ResidualizeVsCore4(cross_symbol_zscore(Rank(TSMean(Mul(ZScore(TSMean(ret_6,H24)),Rank(TSMean(ret_12,H6))),H6)))),H12))",20,H24
C0557,0,H12_horizon_ensemble_stability,P4_taker_flow,TSRankMul,spread_6_vs_24,cross_symbol_zscore,FundingCore,F8_low_vol_high_liquidity,"Add(TSMean(ResidualizeVsFundingCore(cross_symbol_zscore(TSMean(Mul(TSRank(taker_buy_ratio,3),ZScore(TSMean(taker_buy_ratio,8))),4))),4),HorizonSpread(taker_buy_ratio,4,8))","Add(TSMean(ResidualizeVsFundingCore(cross_symbol_zscore(TSMean(Mul(TSRank(taker_buy_ratio,H6),ZScore(TSMean(taker_buy_ratio,H12))),H6))),H6),HorizonSpread(taker_buy_ratio,H6,H12))",8,H12
C0557,1,H12_horizon_ensemble_stability,P4_taker_flow,TSRankMul,spread_6_vs_24,cross_symbol_zscore,FundingCore,F8_low_vol_high_liquidity,"Add(TSMean(ResidualizeVsFundingCore(cross_symbol_zscore(Rank(TSMean(Mul(TSRank(taker_buy_ratio,20),ZScore(TSMean(taker_imbalance,3))),6)))),10),HorizonSpread(taker_buy_ratio,10,12))","Add(TSMean(ResidualizeVsFundingCore(cross_symbol_zscore(Rank(TSMean(Mul(TSRank(taker_buy_ratio,H24),ZScore(TSMean(taker_imbalance,H6))),H6)))),H12),HorizonSpread(taker_buy_ratio,H12,H12))",20,H24
C0558,0,H13_symbol_tier_relative,P1_range_volatility,MulRankRank,spread_12_vs_48,same_symbol_zscore,none,F6_cross_symbol_dispersion,"CrossSymbolZScore(Clip(TSMean(Mul(Rank(TSMean(hl_range,3)),Rank(TSMean(hl_range,8))),4),-4.0,4.0))","CrossSymbolZScore(Clip(TSMean(Mul(Rank(TSMean(hl_range,H6)),Rank(TSMean(hl_range,H12))),H6),-4.0,4.0))",8,H12
C0558,1,H13_symbol_tier_relative,P1_range_volatility,MulRankRank,spread_12_vs_48,same_symbol_zscore,none,F6_cross_symbol_dispersion,"CrossSymbolZScore(Clip(Rank(TSMean(Mul(Rank(TSMean(hl_range,20)),Rank(TSMean(realized_vol_6,3))),6)),-4.0,4.0))","CrossSymbolZScore(Clip(Rank(TSMean(Mul(Rank(TSMean(hl_range,H24)),Rank(TSMean(realized_vol_6,H6))),H6)),-4.0,4.0))",20,H24
C0559,0,H01_cross_symbol_relative_strength,P0_price_return,DeltaRank,H48,same_symbol_zscore,none,F10_volatility_compression,"CrossSymbolRank(Decay(TSMean(Rank(Delta(ret_3,12)),4),4))","CrossSymbolRank(Decay(TSMean(Rank(Delta(ret_3,H12)),H6),H6))",12,H12
C0559,1,H01_cross_symbol_relative_strength,P0_price_return,DeltaRank,H48,same_symbol_zscore,none,F10_volatility_compression,"CrossSymbolRank(Decay(Rank(TSMean(Rank(Delta(ret_3,60)),6)),10))","CrossSymbolRank(Decay(Rank(TSMean(Rank(Delta(ret_3,H72)),H6)),H12))",60,H72
C0560,0,H02_cross_symbol_dispersion_reversal,P6_funding_observable,ClipRank,spread_12_vs_48,cross_symbol_rank,FundingCore_and_Core4,F10_volatility_compression,"Neg(CrossSymbolZScore(Clip(ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(TSMean(Clip(Rank(TSMean(latest_known_funding_rate,3)),-1.5,1.5),4)))),-4.0,4.0)))","Neg(CrossSymbolZScore(Clip(ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(TSMean(Clip(Rank(TSMean(latest_known_funding_rate,H6)),-1.5,1.5),H6)))),-4.0,4.0)))",4,H6
C0560,1,H02_cross_symbol_dispersion_reversal,P6_funding_observable,ClipRank,spread_12_vs_48,cross_symbol_rank,FundingCore_and_Core4,F10_volatility_compression,"Neg(CrossSymbolZScore(Clip(ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(Rank(TSMean(Clip(Rank(TSMean(latest_known_funding_rate,20)),-2.0,2.0),6))))),-4.0,4.0)))","Neg(CrossSymbolZScore(Clip(ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(Rank(TSMean(Clip(Rank(TSMean(latest_known_funding_rate,H24)),-2.0,2.0),H6))))),-4.0,4.0)))",20,H24
C0561,0,H08_trade_size_microstructure_lite,P12_liquidity_flow,WinsorZScore,mixed_12_48,same_symbol_zscore,FundingCore_and_Core4,F2_low_liquidity,"SmoothInteraction(TSMean(ResidualizeVsCore4(ResidualizeVsFundingCore(TSMean(WinsorZScore(TSMean(quote_volume_mean_12,3),1.5),4))),4),TSMean(quote_volume_mean_12,4))","SmoothInteraction(TSMean(ResidualizeVsCore4(ResidualizeVsFundingCore(TSMean(WinsorZScore(TSMean(quote_volume_mean_12,H6),1.5),H6))),H6),TSMean(quote_volume_mean_12,H6))",4,H6
C0561,1,H08_trade_size_microstructure_lite,P12_liquidity_flow,WinsorZScore,mixed_12_48,same_symbol_zscore,FundingCore_and_Core4,F2_low_liquidity,"SmoothInteraction(TSMean(ResidualizeVsCore4(ResidualizeVsFundingCore(Rank(TSMean(WinsorZScore(TSMean(quote_volume_mean_12,20),2.0),6)))),10),TSMean(quote_volume_mean_24,10))","SmoothInteraction(TSMean(ResidualizeVsCore4(ResidualizeVsFundingCore(Rank(TSMean(WinsorZScore(TSMean(quote_volume_mean_12,H24),2.0),H6)))),H12),TSMean(quote_volume_mean_24,H12))",20,H24
C0562,0,H07_taker_flow_lag_stable,P8_regime_state,ClipRank,spread_12_vs_48,cross_symbol_rank,Core4,F6_cross_symbol_dispersion,"Decay(Rank(TSMean(ResidualizeVsCore4(cross_symbol_rank(TSMean(Clip(Rank(TSMean(realized_vol_24,3)),-1.5,1.5),4))),4)),8)","Decay(Rank(TSMean(ResidualizeVsCore4(cross_symbol_rank(TSMean(Clip(Rank(TSMean(realized_vol_24,H6)),-1.5,1.5),H6))),H6)),H12)",8,H12
C0562,1,H07_taker_flow_lag_stable,P8_regime_state,ClipRank,spread_12_vs_48,cross_symbol_rank,Core4,F6_cross_symbol_dispersion,"Decay(Rank(TSMean(ResidualizeVsCore4(cross_symbol_rank(Rank(TSMean(Clip(Rank(TSMean(realized_vol_24,20)),-2.0,2.0),6)))),10)),12)","Decay(Rank(TSMean(ResidualizeVsCore4(cross_symbol_rank(Rank(TSMean(Clip(Rank(TSMean(realized_vol_24,H24)),-2.0,2.0),H6)))),H12)),H12)",20,H24
C0563,0,H03_basis_premium_residual,P5_basis_premium,MulRankZScore,H24,same_symbol_zscore,none,F4_basis_dislocation,"ResidualizeVsFundingCore(Clip(TSMean(Mul(Rank(TSMean(mark_index_ratio,6)),ZScore(Decay(mark_index_ratio,8))),4),-4.0,4.0))","ResidualizeVsFundingCore(Clip(TSMean(Mul(Rank(TSMean(mark_index_ratio,H6)),ZScore(Decay(mark_index_ratio,H12))),H6),-4.0,4.0))",8,H12
C0563,1,H03_basis_premium_residual,P5_basis_premium,MulRankZScore,H24,same_symbol_zscore,none,F4_basis_dislocation,"ResidualizeVsFundingCore(Clip(Rank(TSMean(Mul(Rank(TSMean(mark_index_ratio,30)),ZScore(Decay(mark_minus_index,36))),6)),-4.0,4.0))","ResidualizeVsFundingCore(Clip(Rank(TSMean(Mul(Rank(TSMean(mark_index_ratio,H48)),ZScore(Decay(mark_minus_index,H48))),H6)),-4.0,4.0))",36,H48
C0564,0,H01_cross_symbol_relative_strength,P0_price_return,DecayZScore,mixed_6_24,same_symbol_rank,Core4,F2_low_liquidity,"CrossSymbolRank(TSMean(ResidualizeVsCore4(TSMean(ZScore(Decay(ret_3,3)),4)),4))","CrossSymbolRank(TSMean(ResidualizeVsCore4(TSMean(ZScore(Decay(ret_3,H6)),H6)),H6))",4,H6
C0564,1,H01_cross_symbol_relative_strength,P0_price_return,DecayZScore,mixed_6_24,same_symbol_rank,Core4,F2_low_liquidity,"CrossSymbolRank(TSMean(ResidualizeVsCore4(Rank(TSMean(ZScore(Decay(ret_3,20)),6))),10))","CrossSymbolRank(TSMean(ResidualizeVsCore4(Rank(TSMean(ZScore(Decay(ret_3,H24)),H6))),H12))",20,H24
C0565,0,H00_low_turnover_robust,P2_liquidity,DeltaRank,H24,cross_symbol_zscore,none,F8_low_vol_high_liquidity,"TSMean(Clip(Clip(cross_symbol_zscore(TSMean(Rank(Delta(quote_asset_volume,6)),4)),-4.0,4.0),-3.0,3.0),8)","TSMean(Clip(Clip(cross_symbol_zscore(TSMean(Rank(Delta(quote_asset_volume,H6)),H6)),-4.0,4.0),-3.0,3.0),H12)",8,H12
C0565,1,H00_low_turnover_robust,P2_liquidity,DeltaRank,H24,cross_symbol_zscore,none,F8_low_vol_high_liquidity,"TSMean(Clip(Clip(cross_symbol_zscore(Rank(TSMean(Rank(Delta(quote_asset_volume,30)),6))),-4.0,4.0),-3.0,3.0),12)","TSMean(Clip(Clip(cross_symbol_zscore(Rank(TSMean(Rank(Delta(quote_asset_volume,H48)),H6))),-4.0,4.0),-3.0,3.0),H12)",30,H48
C0566,0,H05_volatility_structure_ex_liquidity_mul,P14_horizon_spread,RollingMinRank,H24,cross_symbol_rank,FundingCore_and_Core4,F9_liquidity_shock,"Sub(Clip(ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(TSMean(Rank(RollingMin(ret_6,6)),4)))),-4.0,4.0),Rank(TSMean(ret_6,4)))","Sub(Clip(ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(TSMean(Rank(RollingMin(ret_6,H6)),H6)))),-4.0,4.0),Rank(TSMean(ret_6,H6)))",6,H6
C0566,1,H05_volatility_structure_ex_liquidity_mul,P14_horizon_spread,RollingMinRank,H24,cross_symbol_rank,FundingCore_and_Core4,F9_liquidity_shock,"Sub(Clip(ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(Rank(TSMean(Rank(RollingMin(ret_6,30)),6))))),-4.0,4.0),Rank(TSMean(ret_12,10)))","Sub(Clip(ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(Rank(TSMean(Rank(RollingMin(ret_6,H48)),H6))))),-4.0,4.0),Rank(TSMean(ret_12,H12)))",30,H48
C0567,0,H14_open_ast_cem_diversity,P10_price_liquidity,DecayZScore,H6,cross_symbol_rank,FundingCore_and_Core4,F7_trend_reversal,"SafeDiv(Clip(ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(TSMean(ZScore(Decay(ret_6,3)),4)))),-4.0,4.0),Clip(Abs(TSMean(ret_6,8)),0.05,4.0))","SafeDiv(Clip(ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(TSMean(ZScore(Decay(ret_6,H6)),H6)))),-4.0,4.0),Clip(Abs(TSMean(ret_6,H12)),0.05,4.0))",8,H12
C0567,1,H14_open_ast_cem_diversity,P10_price_liquidity,DecayZScore,H6,cross_symbol_rank,FundingCore_and_Core4,F7_trend_reversal,"SafeDiv(Clip(ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(Rank(TSMean(ZScore(Decay(ret_6,3)),6))))),-4.0,4.0),Clip(Abs(TSMean(ret_12,12)),0.05,4.0))","SafeDiv(Clip(ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(Rank(TSMean(ZScore(Decay(ret_6,H6)),H6))))),-4.0,4.0),Clip(Abs(TSMean(ret_12,H12)),0.05,4.0))",12,H12
C0568,0,H12_horizon_ensemble_stability,P9_price_basis,TSRankMul,ensemble_6_12_24_48,same_symbol_zscore,none,F9_liquidity_shock,"Add(Decay(TSMean(Mul(TSRank(ret_6,3),ZScore(TSMean(ret_6,8))),4),4),HorizonSpread(ret_6,4,8))","Add(Decay(TSMean(Mul(TSRank(ret_6,H6),ZScore(TSMean(ret_6,H12))),H6),H6),HorizonSpread(ret_6,H6,H12))",8,H12
C0568,1,H12_horizon_ensemble_stability,P9_price_basis,TSRankMul,ensemble_6_12_24_48,same_symbol_zscore,none,F9_liquidity_shock,"Add(Decay(Rank(TSMean(Mul(TSRank(ret_6,20),ZScore(TSMean(ret_12,3))),6)),10),HorizonSpread(ret_6,10,12))","Add(Decay(Rank(TSMean(Mul(TSRank(ret_6,H24),ZScore(TSMean(ret_12,H6))),H6)),H12),HorizonSpread(ret_6,H12,H12))",20,H24
C0569,0,H11_regime_conditional_non_may,P4_taker_flow,NegRank,H6,cross_symbol_zscore,FundingCore,F0_calendar_blocks,"RegimeMaskNonMay(F0_calendar_blocks,Decay(ResidualizeVsFundingCore(cross_symbol_zscore(TSMean(Neg(Rank(Decay(taker_buy_ratio,3))),4))),4))","RegimeMaskNonMay(F0_calendar_blocks,Decay(ResidualizeVsFundingCore(cross_symbol_zscore(TSMean(Neg(Rank(Decay(taker_buy_ratio,H6))),H6))),H6))",4,H6
C0569,1,H11_regime_conditional_non_may,P4_taker_flow,NegRank,H6,cross_symbol_zscore,FundingCore,F0_calendar_blocks,"RegimeMaskNonMay(F0_calendar_blocks,Decay(ResidualizeVsFundingCore(cross_symbol_zscore(Rank(TSMean(Neg(Rank(Decay(taker_buy_ratio,3))),6)))),10))","RegimeMaskNonMay(F0_calendar_blocks,Decay(ResidualizeVsFundingCore(cross_symbol_zscore(Rank(TSMean(Neg(Rank(Decay(taker_buy_ratio,H6))),H6)))),H12))",10,H12
C0570,0,H08_trade_size_microstructure_lite,P2_liquidity,SafeDivZScore,spread_12_vs_48,cross_symbol_rank,Core4,F7_trend_reversal,"SmoothInteraction(TSMean(ResidualizeVsCore4(cross_symbol_rank(TSMean(SafeDiv(ZScore(TSMean(quote_asset_volume,3)),Clip(Abs(ZScore(TSMean(quote_asset_volume,8))),0.02,1.5)),4))),4),TSMean(quote_asset_volume,4))","SmoothInteraction(TSMean(ResidualizeVsCore4(cross_symbol_rank(TSMean(SafeDiv(ZScore(TSMean(quote_asset_volume,H6)),Clip(Abs(ZScore(TSMean(quote_asset_volume,H12))),0.02,1.5)),H6))),H6),TSMean(quote_asset_volume,H6))",8,H12
C0570,1,H08_trade_size_microstructure_lite,P2_liquidity,SafeDivZScore,spread_12_vs_48,cross_symbol_rank,Core4,F7_trend_reversal,"SmoothInteraction(TSMean(ResidualizeVsCore4(cross_symbol_rank(Rank(TSMean(SafeDiv(ZScore(TSMean(quote_asset_volume,20)),Clip(Abs(ZScore(TSMean(number_of_trades,3))),0.05,2.0)),6)))),10),TSMean(number_of_trades,10))","SmoothInteraction(TSMean(ResidualizeVsCore4(cross_symbol_rank(Rank(TSMean(SafeDiv(ZScore(TSMean(quote_asset_volume,H24)),Clip(Abs(ZScore(TSMean(number_of_trades,H6))),0.05,2.0)),H6)))),H12),TSMean(number_of_trades,H12))",20,H24
