candidate_id,base_candidate_id,target_horizon_hours,decision,reject_reasons,pre_may_pass,post_may_eligible
a7o_l1_C0160_0193__A7R_H48,a7o_l1_C0160_0193,48,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0160_0193__A7R_H72,a7o_l1_C0160_0193,72,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0160_0193__A7R_H96,a7o_l1_C0160_0193,96,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0160_0581__A7R_H4,a7o_l1_C0160_0581,4,A7R_HORIZON_HOLD,raw_validation_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;may_raw_severe_fail,False,False
a7o_l1_C0160_0581__A7R_H8,a7o_l1_C0160_0581,8,A7R_HORIZON_HOLD,raw_validation_nonpositive;may_raw_severe_fail;may_residual_funding_negative,False,False
a7o_l1_C0160_0581__A7R_H12,a7o_l1_C0160_0581,12,A7R_HORIZON_HOLD,raw_validation_nonpositive;may_raw_severe_fail;may_residual_funding_negative,False,False
a7o_l1_C0160_0581__A7R_H24,a7o_l1_C0160_0581,24,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0160_0581__A7R_H48,a7o_l1_C0160_0581,48,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0160_0581__A7R_H72,a7o_l1_C0160_0581,72,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0160_0581__A7R_H96,a7o_l1_C0160_0581,96,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0164_1454__A7R_H4,a7o_l1_C0164_1454,4,A7R_HORIZON_HOLD,raw_validation_nonpositive;cost30_recent_nonpositive,False,False
a7o_l1_C0164_1454__A7R_H8,a7o_l1_C0164_1454,8,A7R_HORIZON_RESEARCH_CANDIDATE_DIAGNOSTIC,,True,True
a7o_l1_C0164_1454__A7R_H12,a7o_l1_C0164_1454,12,A7R_HORIZON_RESEARCH_CANDIDATE_DIAGNOSTIC,,True,True
a7o_l1_C0164_1454__A7R_H24,a7o_l1_C0164_1454,24,A7R_HORIZON_RESEARCH_CANDIDATE_DIAGNOSTIC,,True,True
a7o_l1_C0164_1454__A7R_H48,a7o_l1_C0164_1454,48,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0164_1454__A7R_H72,a7o_l1_C0164_1454,72,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0164_1454__A7R_H96,a7o_l1_C0164_1454,96,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0164_1647__A7R_H4,a7o_l1_C0164_1647,4,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail,True,False
a7o_l1_C0164_1647__A7R_H8,a7o_l1_C0164_1647,8,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0164_1647__A7R_H12,a7o_l1_C0164_1647,12,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0164_1647__A7R_H24,a7o_l1_C0164_1647,24,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0164_1647__A7R_H48,a7o_l1_C0164_1647,48,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0164_1647__A7R_H72,a7o_l1_C0164_1647,72,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0164_1647__A7R_H96,a7o_l1_C0164_1647,96,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0164_1550__A7R_H4,a7o_l1_C0164_1550,4,A7R_HORIZON_HOLD,cost30_recent_nonpositive;may_raw_severe_fail;may_residual_funding_negative,False,False
a7o_l1_C0164_1550__A7R_H8,a7o_l1_C0164_1550,8,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0164_1550__A7R_H12,a7o_l1_C0164_1550,12,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0164_1550__A7R_H24,a7o_l1_C0164_1550,24,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0164_1550__A7R_H48,a7o_l1_C0164_1550,48,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0164_1550__A7R_H72,a7o_l1_C0164_1550,72,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0164_1550__A7R_H96,a7o_l1_C0164_1550,96,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0166_1163__A7R_H4,a7o_l1_C0166_1163,4,A7R_HORIZON_RESEARCH_CANDIDATE_DIAGNOSTIC,,True,True
a7o_l1_C0166_1163__A7R_H8,a7o_l1_C0166_1163,8,A7R_HORIZON_RESEARCH_CANDIDATE_DIAGNOSTIC,,True,True
a7o_l1_C0166_1163__A7R_H12,a7o_l1_C0166_1163,12,A7R_HORIZON_RESEARCH_CANDIDATE_DIAGNOSTIC,,True,True
a7o_l1_C0166_1163__A7R_H24,a7o_l1_C0166_1163,24,A7R_HORIZON_RESEARCH_CANDIDATE_DIAGNOSTIC,,True,True
a7o_l1_C0166_1163__A7R_H48,a7o_l1_C0166_1163,48,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail,True,False
a7o_l1_C0166_1163__A7R_H72,a7o_l1_C0166_1163,72,A7R_HORIZON_RESEARCH_CANDIDATE_DIAGNOSTIC,,True,True
a7o_l1_C0166_1163__A7R_H96,a7o_l1_C0166_1163,96,A7R_HORIZON_RESEARCH_CANDIDATE_DIAGNOSTIC,,True,True
a7o_l1_C0166_0373__A7R_H4,a7o_l1_C0166_0373,4,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0166_0373__A7R_H8,a7o_l1_C0166_0373,8,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0166_0373__A7R_H12,a7o_l1_C0166_0373,12,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0166_0373__A7R_H24,a7o_l1_C0166_0373,24,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0166_0373__A7R_H48,a7o_l1_C0166_0373,48,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0166_0373__A7R_H72,a7o_l1_C0166_0373,72,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0166_0373__A7R_H96,a7o_l1_C0166_0373,96,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0166_0678__A7R_H4,a7o_l1_C0166_0678,4,A7R_HORIZON_HOLD,cost20_recent_nonpositive;cost30_recent_nonpositive;may_raw_severe_fail,False,False
a7o_l1_C0166_0678__A7R_H8,a7o_l1_C0166_0678,8,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail,True,False
a7o_l1_C0166_0678__A7R_H12,a7o_l1_C0166_0678,12,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0166_0678__A7R_H24,a7o_l1_C0166_0678,24,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail,True,False
a7o_l1_C0166_0678__A7R_H48,a7o_l1_C0166_0678,48,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0166_0678__A7R_H72,a7o_l1_C0166_0678,72,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0166_0678__A7R_H96,a7o_l1_C0166_0678,96,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0169_0872__A7R_H4,a7o_l1_C0169_0872,4,A7R_HORIZON_HOLD,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;lag1_recent_nonpositive;lag2_recent_nonpositive;lag3_recent_nonpositive,False,False
a7o_l1_C0169_0872__A7R_H8,a7o_l1_C0169_0872,8,A7R_HORIZON_HOLD,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;lag1_recent_nonpositive;lag2_recent_nonpositive;lag3_recent_nonpositive;may_raw_severe_fail,False,False
a7o_l1_C0169_0872__A7R_H12,a7o_l1_C0169_0872,12,A7R_HORIZON_HOLD,raw_recent_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;lag1_recent_nonpositive;may_raw_severe_fail;may_residual_funding_negative,False,False
a7o_l1_C0169_0872__A7R_H24,a7o_l1_C0169_0872,24,A7R_HORIZON_HOLD,cost30_recent_nonpositive;may_raw_severe_fail;may_residual_funding_negative,False,False
a7o_l1_C0169_0872__A7R_H48,a7o_l1_C0169_0872,48,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0169_0872__A7R_H72,a7o_l1_C0169_0872,72,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0169_0872__A7R_H96,a7o_l1_C0169_0872,96,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0169_0373__A7R_H4,a7o_l1_C0169_0373,4,A7R_HORIZON_HOLD,cost30_recent_nonpositive,False,False
a7o_l1_C0169_0373__A7R_H8,a7o_l1_C0169_0373,8,A7R_HORIZON_RESEARCH_CANDIDATE_DIAGNOSTIC,,True,True
a7o_l1_C0169_0373__A7R_H12,a7o_l1_C0169_0373,12,A7R_HORIZON_RESEARCH_CANDIDATE_DIAGNOSTIC,,True,True
a7o_l1_C0169_0373__A7R_H24,a7o_l1_C0169_0373,24,A7R_HORIZON_RESEARCH_CANDIDATE_DIAGNOSTIC,,True,True
a7o_l1_C0169_0373__A7R_H48,a7o_l1_C0169_0373,48,A7R_HORIZON_RESEARCH_CANDIDATE_DIAGNOSTIC,,True,True
a7o_l1_C0169_0373__A7R_H72,a7o_l1_C0169_0373,72,A7R_HORIZON_RESEARCH_CANDIDATE_DIAGNOSTIC,,True,True
a7o_l1_C0169_0373__A7R_H96,a7o_l1_C0169_0373,96,A7R_HORIZON_RESEARCH_CANDIDATE_DIAGNOSTIC,,True,True
a7o_l1_C0169_0181__A7R_H4,a7o_l1_C0169_0181,4,A7R_HORIZON_HOLD,raw_recent_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;lag1_recent_nonpositive;lag2_recent_nonpositive;lag3_recent_nonpositive;residual_funding_recent_nonpositive;residual_core4_recent_nonpositive,False,False
a7o_l1_C0169_0181__A7R_H8,a7o_l1_C0169_0181,8,A7R_HORIZON_HOLD,raw_recent_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;lag1_recent_nonpositive;lag2_recent_nonpositive;residual_funding_recent_nonpositive;residual_core4_recent_nonpositive,False,False
a7o_l1_C0169_0181__A7R_H12,a7o_l1_C0169_0181,12,A7R_HORIZON_HOLD,cost20_recent_nonpositive;cost30_recent_nonpositive,False,False
a7o_l1_C0169_0181__A7R_H24,a7o_l1_C0169_0181,24,A7R_HORIZON_RESEARCH_CANDIDATE_DIAGNOSTIC,,True,True
a7o_l1_C0169_0181__A7R_H48,a7o_l1_C0169_0181,48,A7R_HORIZON_RESEARCH_CANDIDATE_DIAGNOSTIC,,True,True
a7o_l1_C0169_0181__A7R_H72,a7o_l1_C0169_0181,72,A7R_HORIZON_RESEARCH_CANDIDATE_DIAGNOSTIC,,True,True
a7o_l1_C0169_0181__A7R_H96,a7o_l1_C0169_0181,96,A7R_HORIZON_RESEARCH_CANDIDATE_DIAGNOSTIC,,True,True
a7o_l1_C0183_0774__A7R_H4,a7o_l1_C0183_0774,4,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail,True,False
a7o_l1_C0183_0774__A7R_H8,a7o_l1_C0183_0774,8,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail,True,False
a7o_l1_C0183_0774__A7R_H12,a7o_l1_C0183_0774,12,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0183_0774__A7R_H24,a7o_l1_C0183_0774,24,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0183_0774__A7R_H48,a7o_l1_C0183_0774,48,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0183_0774__A7R_H72,a7o_l1_C0183_0774,72,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0183_0774__A7R_H96,a7o_l1_C0183_0774,96,A7R_HORIZON_RESEARCH_CANDIDATE_DIAGNOSTIC,,True,True
a7o_l1_C0183_1454__A7R_H4,a7o_l1_C0183_1454,4,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail,True,False
a7o_l1_C0183_1454__A7R_H8,a7o_l1_C0183_1454,8,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail,True,False
a7o_l1_C0183_1454__A7R_H12,a7o_l1_C0183_1454,12,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail,True,False
a7o_l1_C0183_1454__A7R_H24,a7o_l1_C0183_1454,24,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0183_1454__A7R_H48,a7o_l1_C0183_1454,48,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0183_1454__A7R_H72,a7o_l1_C0183_1454,72,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0183_1454__A7R_H96,a7o_l1_C0183_1454,96,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0183_1066__A7R_H4,a7o_l1_C0183_1066,4,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail,True,False
a7o_l1_C0183_1066__A7R_H8,a7o_l1_C0183_1066,8,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail,True,False
a7o_l1_C0183_1066__A7R_H12,a7o_l1_C0183_1066,12,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail,True,False
a7o_l1_C0183_1066__A7R_H24,a7o_l1_C0183_1066,24,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail,True,False
a7o_l1_C0183_1066__A7R_H48,a7o_l1_C0183_1066,48,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0183_1066__A7R_H72,a7o_l1_C0183_1066,72,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0183_1066__A7R_H96,a7o_l1_C0183_1066,96,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0187_2033__A7R_H4,a7o_l1_C0187_2033,4,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0187_2033__A7R_H8,a7o_l1_C0187_2033,8,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0187_2033__A7R_H12,a7o_l1_C0187_2033,12,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0187_2033__A7R_H24,a7o_l1_C0187_2033,24,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0187_2033__A7R_H48,a7o_l1_C0187_2033,48,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0187_2033__A7R_H72,a7o_l1_C0187_2033,72,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0187_2033__A7R_H96,a7o_l1_C0187_2033,96,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0187_1648__A7R_H4,a7o_l1_C0187_1648,4,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail,True,False
a7o_l1_C0187_1648__A7R_H8,a7o_l1_C0187_1648,8,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail,True,False
a7o_l1_C0187_1648__A7R_H12,a7o_l1_C0187_1648,12,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0187_1648__A7R_H24,a7o_l1_C0187_1648,24,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0187_1648__A7R_H48,a7o_l1_C0187_1648,48,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0187_1648__A7R_H72,a7o_l1_C0187_1648,72,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0187_1648__A7R_H96,a7o_l1_C0187_1648,96,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0187_0368__A7R_H4,a7o_l1_C0187_0368,4,A7R_HORIZON_HOLD,raw_validation_nonpositive;may_raw_severe_fail,False,False
a7o_l1_C0187_0368__A7R_H8,a7o_l1_C0187_0368,8,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0187_0368__A7R_H12,a7o_l1_C0187_0368,12,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0187_0368__A7R_H24,a7o_l1_C0187_0368,24,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0187_0368__A7R_H48,a7o_l1_C0187_0368,48,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0187_0368__A7R_H72,a7o_l1_C0187_0368,72,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0187_0368__A7R_H96,a7o_l1_C0187_0368,96,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0194_1454__A7R_H4,a7o_l1_C0194_1454,4,A7R_HORIZON_HOLD,raw_validation_nonpositive;may_raw_severe_fail,False,False
a7o_l1_C0194_1454__A7R_H8,a7o_l1_C0194_1454,8,A7R_HORIZON_HOLD,raw_validation_nonpositive;may_raw_severe_fail;may_residual_funding_negative,False,False
a7o_l1_C0194_1454__A7R_H12,a7o_l1_C0194_1454,12,A7R_HORIZON_HOLD,raw_validation_nonpositive;may_raw_severe_fail;may_residual_funding_negative,False,False
a7o_l1_C0194_1454__A7R_H24,a7o_l1_C0194_1454,24,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0194_1454__A7R_H48,a7o_l1_C0194_1454,48,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0194_1454__A7R_H72,a7o_l1_C0194_1454,72,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0194_1454__A7R_H96,a7o_l1_C0194_1454,96,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0194_0774__A7R_H4,a7o_l1_C0194_0774,4,A7R_HORIZON_HOLD,cost30_recent_nonpositive;may_raw_severe_fail,False,False
a7o_l1_C0194_0774__A7R_H8,a7o_l1_C0194_0774,8,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail,True,False
a7o_l1_C0194_0774__A7R_H12,a7o_l1_C0194_0774,12,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0194_0774__A7R_H24,a7o_l1_C0194_0774,24,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0194_0774__A7R_H48,a7o_l1_C0194_0774,48,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0194_0774__A7R_H72,a7o_l1_C0194_0774,72,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0194_0774__A7R_H96,a7o_l1_C0194_0774,96,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0194_0386__A7R_H4,a7o_l1_C0194_0386,4,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0194_0386__A7R_H8,a7o_l1_C0194_0386,8,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0194_0386__A7R_H12,a7o_l1_C0194_0386,12,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0194_0386__A7R_H24,a7o_l1_C0194_0386,24,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0194_0386__A7R_H48,a7o_l1_C0194_0386,48,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0194_0386__A7R_H72,a7o_l1_C0194_0386,72,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0194_0386__A7R_H96,a7o_l1_C0194_0386,96,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0200_1648__A7R_H4,a7o_l1_C0200_1648,4,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0200_1648__A7R_H8,a7o_l1_C0200_1648,8,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0200_1648__A7R_H12,a7o_l1_C0200_1648,12,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0200_1648__A7R_H24,a7o_l1_C0200_1648,24,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0200_1648__A7R_H48,a7o_l1_C0200_1648,48,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0200_1648__A7R_H72,a7o_l1_C0200_1648,72,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0200_1648__A7R_H96,a7o_l1_C0200_1648,96,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0200_0368__A7R_H4,a7o_l1_C0200_0368,4,A7R_HORIZON_HOLD,cost30_recent_nonpositive;may_raw_severe_fail,False,False
a7o_l1_C0200_0368__A7R_H8,a7o_l1_C0200_0368,8,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail,True,False
a7o_l1_C0200_0368__A7R_H12,a7o_l1_C0200_0368,12,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0200_0368__A7R_H24,a7o_l1_C0200_0368,24,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail,True,False
a7o_l1_C0200_0368__A7R_H48,a7o_l1_C0200_0368,48,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0200_0368__A7R_H72,a7o_l1_C0200_0368,72,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0200_0368__A7R_H96,a7o_l1_C0200_0368,96,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0200_2032__A7R_H4,a7o_l1_C0200_2032,4,A7R_HORIZON_HOLD,cost30_recent_nonpositive;may_raw_severe_fail,False,False
a7o_l1_C0200_2032__A7R_H8,a7o_l1_C0200_2032,8,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail,True,False
a7o_l1_C0200_2032__A7R_H12,a7o_l1_C0200_2032,12,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail,True,False
a7o_l1_C0200_2032__A7R_H24,a7o_l1_C0200_2032,24,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail,True,False
a7o_l1_C0200_2032__A7R_H48,a7o_l1_C0200_2032,48,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0200_2032__A7R_H72,a7o_l1_C0200_2032,72,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0200_2032__A7R_H96,a7o_l1_C0200_2032,96,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0213_0386__A7R_H4,a7o_l1_C0213_0386,4,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail,True,False
a7o_l1_C0213_0386__A7R_H8,a7o_l1_C0213_0386,8,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail,True,False
a7o_l1_C0213_0386__A7R_H12,a7o_l1_C0213_0386,12,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0213_0386__A7R_H24,a7o_l1_C0213_0386,24,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0213_0386__A7R_H48,a7o_l1_C0213_0386,48,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0213_0386__A7R_H72,a7o_l1_C0213_0386,72,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0213_0386__A7R_H96,a7o_l1_C0213_0386,96,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0213_0387__A7R_H4,a7o_l1_C0213_0387,4,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail,True,False
a7o_l1_C0213_0387__A7R_H8,a7o_l1_C0213_0387,8,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail,True,False
a7o_l1_C0213_0387__A7R_H12,a7o_l1_C0213_0387,12,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail,True,False
a7o_l1_C0213_0387__A7R_H24,a7o_l1_C0213_0387,24,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail,True,False
a7o_l1_C0213_0387__A7R_H48,a7o_l1_C0213_0387,48,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
